Probe set,Descriptions,BCR-ABL-R4 Avg Diff,BCR-ABL-R4 Abs Call,MLL-R5 Avg Diff,MLL-R5 Abs Call,Normal-R4 Avg Diff,Normal-R4 Abs Call,T-ALL-R7 Avg Diff,T-ALL-R7 Abs Call,T-ALL-R8 Avg Diff,T-ALL-R8 Abs Call,Hyperdip>50-2M#3 Avg Diff,Hyperdip>50-2M#3 Abs Call,Hypodip-2M#3 Avg Diff,Hypodip-2M#3 Abs Call,Hypodip-2M#2 Avg Diff,Hypodip-2M#2 Abs Call
34519_at,"Cluster Incl. M59305:Human atrial natriuretic peptide clearance receptor (ANP C-receptor) mRNA, complete cds /cds=(362,1987) /gb=M59305 /gi=178651 /ug=Hs.123655 /len=2081",-505.80000000000001,A,-140.19999999999999,A,531.39999999999998,A,680.60000000000002,A,-478.30000000000001,A,815.29999999999995,A,-64.400000000000006,A,383.39999999999998,A
34520_at,"Cluster Incl. AJ012582:Homo sapiens mRNA for hyperpolarization-activated cation channel HCN2 /cds=(53,2722) /gb=AJ012582 /gi=4775348 /ug=Hs.124161 /len=3406",-1072.0999999999999,A,-1105.0999999999999,A,12.800000000000001,A,791.29999999999995,A,1050.7,A,-416.60000000000002,A,42.700000000000003,A,1192.0999999999999,A
34521_at,"Cluster Incl. AB001872:Homo sapiens mRNA for leucine zipper bearing kinase, complete cds /cds=(272,3172) /gb=AB001872 /gi=2879897 /ug=Hs.124224 /len=3557",-2201.9000000000001,A,-2062.5,A,-382.5,A,526.70000000000005,A,484.19999999999999,A,112.7,A,734.5,A,518.5,A
34522_at,Cluster Incl. AF070625:Homo sapiens clone 24734 mRNA sequence /cds=UNKNOWN /gb=AF070625 /gi=3283891 /ug=Hs.12440 /len=1710,-1617.2,A,-1890.4000000000001,A,-299,A,-1299.8,A,-4503.8999999999996,A,90,A,283.80000000000001,A,-95.799999999999997,A
34523_at,"Cluster Incl. M13654:Human apolipoprotein A-IV gene, partial cds /cds=(51,1241) /gb=M13654 /gi=178758 /ug=Hs.1247 /len=1403",-582.70000000000005,A,2626.6999999999998,A,-707.70000000000005,A,1144,A,-570,A,58.200000000000003,M,-816.89999999999998,A,-1643.0999999999999,A
34524_at,Cluster Incl. AF052109:Homo sapiens clone 23927 mRNA sequence /cds=UNKNOWN /gb=AF052109 /gi=3360416 /ug=Hs.12473 /len=2477,719.20000000000005,A,3380.5,A,-894.70000000000005,A,-719.29999999999995,A,-560.79999999999995,A,-1107.0999999999999,A,-634.70000000000005,A,-1364.2,A
34525_at,"Cluster Incl. AB018563:Homo sapiens TML1 mRNA, complete cds /cds=(30,416) /gb=AB018563 /gi=4587305 /ug=Hs.124931 /len=1722",-2963.8000000000002,A,-4610.3000000000002,A,1561,A,-4543.8999999999996,A,-1070.5,A,-2816.1999999999998,A,-2112.5999999999999,A,-1227.5,A
34526_s_at,Cluster Incl. AF052108:Homo sapiens clone 23687 mRNA sequence /cds=UNKNOWN /gb=AF052108 /gi=3360415 /ug=Hs.12513 /len=1684,-1614.3,A,-880.79999999999995,A,-245.40000000000001,A,966,A,864.79999999999995,A,639.89999999999998,A,687.10000000000002,A,-1113.8,A
34527_r_at,Cluster Incl. AF052108:Homo sapiens clone 23687 mRNA sequence /cds=UNKNOWN /gb=AF052108 /gi=3360415 /ug=Hs.12513 /len=1684,1736,A,5786.8999999999996,P,-397.60000000000002,A,580.79999999999995,A,49.200000000000003,A,1015.4,A,874.29999999999995,A,987.5,A
34528_at,"Cluster Incl. AI954713:wq32c11.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2472980 /clone_end=3   /gb=AI954713 /gi=5747023 /ug=Hs.12513 /len=570",981.70000000000005,A,638.60000000000002,A,-1353.5999999999999,A,-700.89999999999998,A,981.70000000000005,A,-23.199999999999999,A,351.89999999999998,A,32.700000000000003,A
34529_at,Cluster Incl. W26760:12d6 Homo sapiens cDNA /gb=W26760 /gi=1305844 /ug=Hs.125170 /len=774,2139.4000000000001,A,-897.29999999999995,A,1294.4000000000001,A,656.70000000000005,A,1623.7,A,1979.8,A,2261.6999999999998,A,2678.6999999999998,A
34530_at,"Cluster Incl. W73822:zd52f10.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-344299 /clone_end=3   /gb=W73822 /gi=1383975 /ug=Hs.125170 /len=629",4112.1000000000004,A,534.39999999999998,A,4253.1000000000004,P,2998.0999999999999,P,1603.4000000000001,A,3403,P,2297.4000000000001,P,1656.9000000000001,A
34531_at,"Cluster Incl. AF007139:Homo sapiens clone 23898 unknown mRNA, partial cds /cds=(0,740) /gb=AF007139 /gi=2852614 /ug=Hs.12523 /len=1388",-874.10000000000002,A,3261.5999999999999,M,-457.60000000000002,A,-535.20000000000005,A,-4082.4000000000001,A,669.5,A,383.10000000000002,A,1551.3,A
34532_at,Cluster Incl. AF035318:Homo sapiens clone 23705 mRNA sequence /cds=UNKNOWN /gb=AF035318 /gi=2661081 /ug=Hs.12533 /len=1654,4660.1000000000004,A,4686.8000000000002,A,6974,P,10676,P,9648.2999999999993,P,3936.1999999999998,P,8717.7000000000007,P,4212.1000000000004,P
34533_at,Cluster Incl. AF038192:Homo sapiens clone 23808 mRNA sequence /cds=UNKNOWN /gb=AF038192 /gi=2795912 /ug=Hs.12537 /len=1187,-892.20000000000005,A,-758.29999999999995,A,1745.5,A,-628.39999999999998,A,890.70000000000005,A,1119.3,A,-593.20000000000005,A,1270.7,A
34894_r_at,"Cluster Incl. AC003965:Homo sapiens chromosome 16, cosmid clone 325D7, complete sequence /cds=(0,815) /gb=AC003965 /gi=2734091 /ug=Hs.125532 /len=816",11332.1,A,11699.5,M,16700.400000000001,A,9673,P,13009.799999999999,P,4935.1999999999998,A,9222.5,A,10648,P
34895_at,"Cluster Incl. AB019435:Homo sapiens mRNA for putative phospholipase, complete cds /cds=(72,3074) /gb=AB019435 /gi=4760646 /ug=Hs.125670 /len=3088",91.099999999999994,A,-64.200000000000003,A,1332.5999999999999,P,2380.8000000000002,P,1598.5999999999999,A,2650,P,1543.0999999999999,A,3777.4000000000001,A
34896_at,"Cluster Incl. AA884713:am18f08.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1467207 /clone_end=3   /gb=AA884713 /gi=2994694 /ug=Hs.125670 /len=501",-1215.5,A,3685.8000000000002,P,-186,A,712.70000000000005,A,-434.39999999999998,A,82.5,A,88.099999999999994,A,-1013.5,A
34897_at,Cluster Incl. W26524:32g4 Homo sapiens cDNA /gb=W26524 /gi=1307385 /ug=Hs.125682 /len=722,1629.8,P,3723.5999999999999,A,3550,P,1032.7,A,4466.6999999999998,A,672.70000000000005,A,7880.8000000000002,P,342.80000000000001,A
34898_at,"Cluster Incl. M30704:Human amphiregulin (AR) mRNA, complete cds, clones lambda-AR1 and lambda-AR2 /cds=(209,967) /gb=M30704 /gi=179039 /ug=Hs.1257 /len=1230",565.39999999999998,A,3110.5,A,-217,A,304.69999999999999,A,569,A,-147.69999999999999,A,654.70000000000005,A,262.89999999999998,A
34899_at,"Cluster Incl. AB020654:Homo sapiens mRNA for KIAA0847 protein, partial cds /cds=(0,1938) /gb=AB020654 /gi=4240182 /ug=Hs.125836 /len=3386",1655.2,A,2598.5999999999999,A,1168.5999999999999,A,1171.5999999999999,P,1426.5,A,114.59999999999999,A,934.70000000000005,A,727.10000000000002,A
34900_at,"Cluster Incl. AF046873:Homo sapiens synapsin IIIa mRNA, complete cds /cds=(36,1778) /gb=AF046873 /gi=3090888 /ug=Hs.125878 /len=2153",-954.20000000000005,A,-3547.6999999999998,A,-710.5,A,-218.80000000000001,A,-1545.8,A,-1561.4000000000001,A,-237.5,A,467.10000000000002,A
34901_at,"Cluster Incl. AF079564:Homo sapiens ubiquitin-specific protease UBP41 (UBP41) mRNA, complete cds /cds=(54,1115) /gb=AF079564 /gi=3386549 /ug=Hs.125902 /len=1152",-2727,A,7870.8000000000002,A,-989.10000000000002,A,1542.5,M,448.89999999999998,A,651.5,A,393.69999999999999,A,750.89999999999998,A
34902_at,"Cluster Incl. AB007961:Homo sapiens mRNA, chromosome 1 specific transcript KIAA0492 /cds=UNKNOWN /gb=AB007961 /gi=3413935 /ug=Hs.127338 /len=5929",-542,A,3959.4000000000001,A,3426.8000000000002,P,833,A,427.60000000000002,A,1760.0999999999999,P,4191.6999999999998,P,1100.7,A
34903_at,"Cluster Incl. AI017382:ou92e06.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1635298 /clone_end=3   /gb=AI017382 /gi=3231718 /ug=Hs.127986 /len=578",2553.9000000000001,A,4664,A,1438.5999999999999,A,3295.3000000000002,A,1393.5999999999999,A,4825.3000000000002,A,3402.5,A,2007.8,A
34904_at,"Cluster Incl. S40369:glutamate receptor subunit=kainate receptor subunit [human, hippocampus, mRNA, 2943 nt] /cds=(0,2942) /gb=S40369 /gi=251839 /ug=Hs.128095 /len=2943",537.60000000000002,A,1703.8,A,-128.40000000000001,A,56.200000000000003,A,236,A,2528.6999999999998,P,-231.69999999999999,A,811.60000000000002,A
34905_at,"Cluster Incl. AA977136:oq24f02.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1587291 /clone_end=3   /gb=AA977136 /gi=3154582 /ug=Hs.128095 /len=583",3702.0999999999999,A,1956.4000000000001,A,5869.1000000000004,A,5814.6000000000004,A,2731.4000000000001,A,4846.6999999999998,P,5360.1000000000004,P,2404.5999999999999,A
34906_g_at,"Cluster Incl. AA977136:oq24f02.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1587291 /clone_end=3   /gb=AA977136 /gi=3154582 /ug=Hs.128095 /len=583",8880.3999999999996,P,9085.5,P,6481,P,4514.6000000000004,P,6013.6999999999998,A,6815.6000000000004,P,5723.5,P,9884.7999999999993,P
34907_at,"Cluster Incl. AB014541:Homo sapiens mRNA for KIAA0641 protein, complete cds /cds=(412,4035) /gb=AB014541 /gi=3327095 /ug=Hs.128316 /len=5140",3641.8000000000002,A,3589.9000000000001,A,4466.3999999999996,A,5051.6999999999998,A,1393.5999999999999,A,9230.2000000000007,A,7704.6000000000004,A,11162.200000000001,A
34908_at,"Cluster Incl. AL049329:Homo sapiens mRNA; cDNA DKFZp564G196 (from clone DKFZp564G196) /cds=(0,213) /gb=AL049329 /gi=4500104 /ug=Hs.128384 /len=2767",-3133.4000000000001,A,-986.10000000000002,A,-898,A,-1607.7,A,-1716.7,A,565,P,-178.19999999999999,A,-210.30000000000001,A
34909_at,"Cluster Incl. AC004990:Homo sapiens PAC clone DJ1185I07 from 7q11.23-q21 /cds=(0,1766) /gb=AC004990 /gi=3924668 /ug=Hs.128653 /len=1767",296.39999999999998,A,-1830,A,1566.5,M,716.39999999999998,A,1164.9000000000001,A,1761.5,P,798.70000000000005,A,-119.2,A
34910_s_at,Cluster Incl. AL050389:Homo sapiens mRNA; cDNA DKFZp564F013 (from clone DKFZp564F013) /cds=UNKNOWN /gb=AL050389 /gi=4914570 /ug=Hs.128653 /len=1288,-1123.9000000000001,A,2208.8000000000002,A,22.800000000000001,A,-1014.7,A,737.29999999999995,A,714.29999999999995,A,-632,A,863.39999999999998,A
34911_r_at,Cluster Incl. AL050389:Homo sapiens mRNA; cDNA DKFZp564F013 (from clone DKFZp564F013) /cds=UNKNOWN /gb=AL050389 /gi=4914570 /ug=Hs.128653 /len=1288,-1783.3,A,-579.79999999999995,A,-438.60000000000002,A,-646.29999999999995,A,-34.299999999999997,A,-210.69999999999999,A,1298.3,P,-181.09999999999999,A
34912_at,"Cluster Incl. AF052941:Homo sapiens DAP-kinase related protein 1 mRNA, complete cds /cds=(31,1143) /gb=AF052941 /gi=3560542 /ug=Hs.129208 /len=1742",895,A,5696.1000000000004,A,1174.9000000000001,A,2022,A,1561.5999999999999,A,2723.0999999999999,A,941.89999999999998,A,3307.5,A
34913_at,"Cluster Incl. L33798:Human dihydropyridine-sensitive L-type calcium channel alpha-1 subunit (CACNL1A3) mRNA, complete cds /cds=(225,5846) /gb=L33798 /gi=563322 /ug=Hs.1294 /len=6160",-1154.4000000000001,A,-1427.9000000000001,A,-526.10000000000002,A,-132.59999999999999,A,-752.20000000000005,A,-236.69999999999999,A,598.89999999999998,A,-369.10000000000002,A
34914_at,"Cluster Incl. U94778:Human PEST phosphatase interacting protein homolog (H-PIP) mRNA, complete cds /cds=(216,1466) /gb=U94778 /gi=4100161 /ug=Hs.129758 /len=1656",1852.9000000000001,A,-252.59999999999999,A,-613.10000000000002,A,945.79999999999995,A,-2134.6999999999998,A,-677.60000000000002,A,57.399999999999999,A,548.29999999999995,A
34915_at,"Cluster Incl. M91368:Human Na+/Ca+ exchanger (CNC) mRNA, complete cds /cds=(80,3001) /gb=M91368 /gi=180672 /ug=Hs.129763 /len=3250",-4123.1999999999998,A,-1340.5999999999999,A,-1234.7,A,-682,A,-3283.3000000000002,A,-2373.9000000000001,A,-2838,A,-2527,A
34916_s_at,"Cluster Incl. S76792:OX40=cell surface antigen [human, mRNA Partial, 1034 nt] /cds=(0,824) /gb=S76792 /gi=913405 /ug=Hs.129780 /len=1034",-1485.0999999999999,A,-168,A,-1087.9000000000001,A,-849.89999999999998,A,-1285.0999999999999,A,114.90000000000001,A,-206.30000000000001,A,-1248.0999999999999,A
34917_at,"Cluster Incl. X75962:H.sapiens mRNA for OX40 homologue /cds=(5,838) /gb=X75962 /gi=472957 /ug=Hs.129780 /len=1358",-540.79999999999995,A,-247.40000000000001,A,293.39999999999998,A,1702.9000000000001,A,742.89999999999998,A,380.39999999999998,A,1277.8,A,190.5,A
34918_at,"Cluster Incl. AF049498:Homo sapiens sodium channel beta 2 subunit (SCN2B) mRNA, complete cds /cds=(172,819) /gb=AF049498 /gi=2944401 /ug=Hs.129783 /len=1113",3397.9000000000001,A,-1423.3,A,-333.5,A,-134.59999999999999,A,876.29999999999995,A,-830.79999999999995,A,2102.6999999999998,P,1773.0999999999999,A
34919_at,"Cluster Incl. AJ223957:Homo sapiens mRNA for ARNO3 protein /cds=(25,1224) /gb=AJ223957 /gi=2909436 /ug=Hs.129811 /len=1893",556.29999999999995,A,-3078.5,A,-766.29999999999995,A,-1016.2,A,-2440.0999999999999,A,-1015,A,-392,A,-1004.4,A
34920_at,"Cluster Incl. AB006684:Homo sapiens APECED gene for AIRE-1, AIRE-2, AIRE-3, complete cds /cds=(236,1282) /gb=AB006684 /gi=2696618 /ug=Hs.129829 /len=1545",-266.89999999999998,A,974.79999999999995,A,-906,A,-616,A,1458.9000000000001,A,730,A,-508.10000000000002,A,-763.39999999999998,A
34921_at,"Cluster Incl. AB007880:Homo sapiens KIAA0420 mRNA, complete cds /cds=(0,1695) /gb=AB007880 /gi=2887414 /ug=Hs.129883 /len=5879",385.39999999999998,A,1694.7,A,-1042.3,A,143.09999999999999,A,887.29999999999995,A,73.700000000000003,A,551,A,-1427,A
34922_at,"Cluster Incl. AF047826:Homo sapiens cadherin-7 (CDH7) mRNA, partial cds /cds=(0,953) /gb=AF047826 /gi=2935422 /ug=Hs.129887 /len=1445",150.30000000000001,A,1440.9000000000001,A,458.89999999999998,A,-1854.5999999999999,A,-723.10000000000002,A,-185.19999999999999,A,-69.5,A,456.10000000000002,A
34923_at,"Cluster Incl. AB011094:Homo sapiens mRNA for KIAA0522 protein, partial cds /cds=(0,4682) /gb=AB011094 /gi=3043567 /ug=Hs.129892 /len=6021",-2636.1999999999998,A,-2650.4000000000001,A,-2054.5999999999999,A,-785.20000000000005,A,-2111.6999999999998,A,-1625.2,A,-952.10000000000002,A,-2004.9000000000001,A
34924_at,"Cluster Incl. AB011163:Homo sapiens mRNA for KIAA0591 protein, partial cds /cds=(0,4017) /gb=AB011163 /gi=3043705 /ug=Hs.129908 /len=5368",-1047.8,A,-3561.8000000000002,A,918.79999999999995,A,1085.5,A,1177.8,A,-19.199999999999999,A,-109.59999999999999,A,-322.69999999999999,A
34925_at,"Cluster Incl. AB003062:Homo sapiens MYPT2 mRNA, complete cds /cds=(163,3111) /gb=AB003062 /gi=3157493 /ug=Hs.130760 /len=3763",-1389.2,A,448.60000000000002,A,-459.39999999999998,A,-1849.3,A,-1221.5,A,-257.60000000000002,A,-1.7,A,335.5,A
34926_at,"Cluster Incl. M28825:Human thymocyte antigen CD1a mRNA, complete cds /cds=(533,1516) /gb=M28825 /gi=180035 /ug=Hs.1309 /len=2072",1677.7,A,6148.8000000000002,M,1163.7,A,88.5,A,1957,A,2491.5,A,886.39999999999998,A,5068.3000000000002,A
34927_at,"Cluster Incl. M28826:Human thymocyte antigen CD1b mRNA, complete cds /cds=(45,1046) /gb=M28826 /gi=180055 /ug=Hs.1310 /len=1295",1700.5999999999999,A,-432.80000000000001,A,-27.600000000000001,A,45972.599999999999,P,1127.5,A,-8.5999999999999996,A,-379,A,-1418.4000000000001,A
34928_at,"Cluster Incl. AF060865:Homo sapiens chromosome 16 zinc finger protein ZNF210 (ZNF210) mRNA, complete cds /cds=(310,1824) /gb=AF060865 /gi=3818514 /ug=Hs.13128 /len=2015",721,A,1547.3,A,416.80000000000001,A,358.69999999999999,A,776.20000000000005,A,410.10000000000002,A,-426.5,A,-1522,A
34929_at,"Cluster Incl. M83554:H.sapiens lymphocyte activation antigen CD30 mRNA, complete cds /cds=(222,2009) /gb=M83554 /gi=180095 /ug=Hs.1314 /len=3630",-1999.5,A,-2754.1999999999998,A,-190.80000000000001,A,-443,A,-2507.3000000000002,A,-442.19999999999999,A,-186.5,A,-573.70000000000005,A
34930_at,"Cluster Incl. U95218:Homo sapiens T cell-death associated protein gene, complete cds /cds=(0,1013) /gb=U95218 /gi=3420001 /ug=Hs.131924 /len=1014",2286.0999999999999,A,-2960.5999999999999,A,316.5,A,-720.10000000000002,A,148.59999999999999,A,1399,P,639.70000000000005,A,1656.4000000000001,P
34931_at,"Cluster Incl. AB023157:Homo sapiens mRNA for KIAA0940 protein, complete cds /cds=(89,2143) /gb=AB023157 /gi=4589523 /ug=Hs.131945 /len=5715",1809,A,2652.1999999999998,A,871.10000000000002,P,2113.1999999999998,P,1209,A,896.39999999999998,A,736.60000000000002,A,772.20000000000005,M
34932_at,"Cluster Incl. AF056334:Homo sapiens cancer/testis antigen CT7 mRNA, complete cds /cds=(286,3714) /gb=AF056334 /gi=3252908 /ug=Hs.132194 /len=4265",-46.799999999999997,A,-536,A,992.89999999999998,A,303.60000000000002,A,-609.60000000000002,A,277,A,670.5,A,1167.5,M
34933_at,"Cluster Incl. AJ238381:Homo sapiens pax9 gene, exons 1-2 and joined CDS /cds=(391,1416) /gb=AJ238381 /gi=4699895 /ug=Hs.132576 /len=1630",2164.8000000000002,A,5678,A,2494.6999999999998,A,2359.5999999999999,A,3122.1999999999998,A,1335.9000000000001,A,1220.0999999999999,A,2057,A
34934_at,Cluster Incl. L29376:Homo sapiens (clone 3.8-1) MHC class I mRNA fragment /cds=UNKNOWN /gb=L29376 /gi=561725 /ug=Hs.132807 /len=1181,3627.3000000000002,A,-3623,A,4982.6999999999998,P,436.69999999999999,A,2536,A,4457.6999999999998,P,1112.4000000000001,A,893.60000000000002,A
34935_at,"Cluster Incl. AL021026:dJ127D3.3 (Flavin-containing Monooxygenase 2) /cds=(60,1475) /gb=AL021026 /gi=3171875 /ug=Hs.132821 /len=2655",506.60000000000002,A,-3148.3000000000002,A,-455.30000000000001,A,-444.60000000000002,A,-3538.5,A,-487.60000000000002,A,257.5,A,1283,A
34936_at,"Cluster Incl. AB012130:Homo sapiens SBC2 mRNA for sodium bicarbonate cotransporter2, complete cds /cds=(27,3083) /gb=AB012130 /gi=3097315 /ug=Hs.132904 /len=3238",787.10000000000002,A,6270.1999999999998,P,2096.0999999999999,P,3056.0999999999999,P,3167.8000000000002,P,1012.8,A,959.5,A,88.900000000000006,A
34937_at,"Cluster Incl. AF064019:Homo sapiens DNA fragmentation factor 40 kDa subunit (DFF40) mRNA, complete cds /cds=(131,1147) /gb=AF064019 /gi=3347856 /ug=Hs.133089 /len=2839",-1322.4000000000001,A,3383.1999999999998,A,-621.60000000000002,A,195,A,6036.1000000000004,A,-393.5,A,744.89999999999998,A,-1076.5999999999999,A
34938_i_at,Cluster Incl. AF070536:Homo sapiens clone 24566 mRNA sequence /cds=UNKNOWN /gb=AF070536 /gi=3387893 /ug=Hs.133342 /len=1433,150.5,A,1252.5,A,704.79999999999995,A,-1395.8,A,415.10000000000002,A,-158.59999999999999,A,-441.80000000000001,A,360.69999999999999,A
34939_r_at,Cluster Incl. AF070536:Homo sapiens clone 24566 mRNA sequence /cds=UNKNOWN /gb=AF070536 /gi=3387893 /ug=Hs.133342 /len=1433,-446.69999999999999,A,-123.2,A,-298.69999999999999,A,-1004.7,A,-2316,A,92.200000000000003,A,-158.09999999999999,A,372.89999999999998,A
34940_at,Cluster Incl. AL080095:Homo sapiens mRNA; cDNA DKFZp564O0862 (from clone DKFZp564O0862) /cds=UNKNOWN /gb=AL080095 /gi=5262516 /ug=Hs.133481 /len=2017,355.5,A,1646.9000000000001,A,-99.5,A,2439.5999999999999,P,349,A,320.30000000000001,A,-51.899999999999999,A,-948.89999999999998,A
34941_at,"Cluster Incl. AA921399:ak56g10.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1411938 /clone_end=3   /gb=AA921399 /gi=3068178 /ug=Hs.1340 /len=526",-977.29999999999995,A,-1703,A,415.60000000000002,A,-222.59999999999999,A,-350.60000000000002,A,-460.5,A,-196.90000000000001,A,1284.5,A
34942_at,Cluster Incl. AF070524:Homo sapiens clone 24453 mRNA sequence /cds=UNKNOWN /gb=AF070524 /gi=3387879 /ug=Hs.13410 /len=1578,-1174.5999999999999,A,2209.6999999999998,A,517.29999999999995,A,568,A,-434.10000000000002,A,182.40000000000001,A,715.39999999999998,A,294,A
34943_at,Cluster Incl. AF063564:AF063564 Homo sapiens cDNA /clone=HA0126 /gb=AF063564 /gi=5080935 /ug=Hs.134239 /len=691,-376.19999999999999,A,-1267.7,A,316.5,A,1606.5999999999999,A,-359.60000000000002,A,478,M,16.899999999999999,A,1562.3,M
34944_at,Cluster Incl. U51704:HSU51704 Homo sapiens cDNA /gb=U51704 /gi=1806578 /ug=Hs.134239 /len=1670,-747.79999999999995,A,-476.69999999999999,A,-983.60000000000002,A,-1198.5,A,-1377.4000000000001,A,-860.10000000000002,A,50.5,A,-486.69999999999999,A
34945_at,Cluster Incl. AF070526:Homo sapiens clone 24787 mRNA sequence /cds=UNKNOWN /gb=AF070526 /gi=3387881 /ug=Hs.13429 /len=1942,-227.59999999999999,A,-1312.5,A,122.40000000000001,A,1882,A,1096.3,A,23,A,-236.5,A,6.7000000000000002,A
34946_at,"Cluster Incl. AJ223183:Homo sapiens mRNA for DORA protein /cds=(44,769) /gb=AJ223183 /gi=3925598 /ug=Hs.135194 /len=1019",-440.30000000000001,A,-142.5,A,-932.29999999999995,A,1547.3,P,1326.5,A,-349.19999999999999,A,281.39999999999998,A,-605.39999999999998,A
34947_at,"Cluster Incl. AA442560:zv75g07.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-759516 /clone_end=5   /gb=AA442560 /gi=2154438 /ug=Hs.135198 /len=566",668.20000000000005,A,2598.5,A,3782.3000000000002,A,3934.9000000000001,P,5510.1999999999998,P,4520.8000000000002,A,5502.8999999999996,P,15292.700000000001,P
34948_at,"Cluster Incl. AI820065:wg56a09.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2369080 /clone_end=3   /gb=AI820065 /gi=5439144 /ug=Hs.135198 /len=468",-1061.8,A,2333.9000000000001,A,140.19999999999999,A,-568.29999999999995,A,-368,A,-601.60000000000002,A,552,A,-132.40000000000001,A
34949_at,"Cluster Incl. AB028971:Homo sapiens mRNA for KIAA1048 protein, complete cds /cds=(384,2975) /gb=AB028971 /gi=5689432 /ug=Hs.135941 /len=4492",2203.0999999999999,A,3404.3000000000002,A,638.89999999999998,A,26,A,-152.80000000000001,A,40.799999999999997,P,889.89999999999998,A,2591.6999999999998,A
34950_at,"Cluster Incl. AB018303:Homo sapiens mRNA for KIAA0760 protein, partial cds /cds=(0,3620) /gb=AB018303 /gi=3882240 /ug=Hs.137168 /len=4194",876.29999999999995,A,666.79999999999995,A,2522.1999999999998,A,-279.19999999999999,A,701.89999999999998,A,1472.5,A,993.10000000000002,A,949.10000000000002,M
34951_at,"Cluster Incl. D10923:Human mRNA for HM74 /cds=(60,1223) /gb=D10923 /gi=219866 /ug=Hs.137555 /len=2041",864.39999999999998,A,3213.4000000000001,A,440,A,14.800000000000001,A,2940.5999999999999,A,1149.4000000000001,A,1824.7,P,2029.3,P
34952_at,"Cluster Incl. X95826:H.sapiens ART4 gene /cds=(0,803) /gb=X95826 /gi=1495420 /ug=Hs.13776 /len=804",1178.7,A,3176.6999999999998,M,511.80000000000001,P,1740.0999999999999,A,-2139.1999999999998,A,-166.09999999999999,A,-35.700000000000003,A,253.40000000000001,A
34953_i_at,"Cluster Incl. D89094:Homo sapiens mRNA for 3,5  -cyclic GMP phosphodiesterase, complete cds /cds=(319,2946) /gb=D89094 /gi=3252778 /ug=Hs.139271 /len=4415",-172.09999999999999,A,-512,A,95.200000000000003,A,-301.5,A,449.5,A,-711.60000000000002,A,430.60000000000002,A,820.5,A
